Q62,immigration_a,immigration_b,abortion_a,abortion_b,vote_a,vote_b,tax_a,tax_b,torture_a,torture_b,affirmaction_a,affirmaction_b,military_a,military_b,covidgov_a,covidgov_b,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q37_6,Q37_7,Q37_8,Q37_9,Q37_10,Q37_11,Q37_12,Q37_13,Q37_14,Q37_15,Q37_16,Q37_17,Q37_18,Q37_19,Q37_20,Q8,Q10,Q12,Q39,Q40,Q14,Q16,Q18,Q20,Q62.1,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q58,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,meanD,meanA,meanD_c,meanA_c,immigration_a_c,abortion_a_c,vote_a_c,tax_a_c,torture_a_c,affirmaction_a_c,military_a_c,covidgov_a_c,PO_c
1,1,4,4,4,1,4,3,4,3.6667,4,1,5,1,4,4,4,9,1,8,8,2,9,1,9,9,2,2,9,1,8,8,2,8,1,2,9,1,7,2,2,2,6,2,1,40,5,7,7,7,7,7,nothing,5eb35bcc-9bcd-fc66-1a9d-90a0ee00184a,40,1,20,1,1,6,10,4,85034,5.4,2.3333375,0.9813684317720925,-0.32719502172156023,-1.6482269503546099,0.9602836879432624,-0.7675548797736917,0.7705382436260622,1.2030644475920682,-1.8198960396039605,-1.9108910891089108,0.5963172804532579,-1.9844192634560907
1,1,1,3,1,1,1,2,1,3.6667,1,2.3333,1,2,1,4,1,5,3,5,2,2,5,3,5,5,5,5,5,3,5,3,5,2,2,5,2,4,2,4,4,4,5,2,2,67,5,6,7,7,7,3,,5eb35ba9-08ac-a5e4-05d1-6f3504a47107,67,2,3,1,1,5,9,3,75604,3.85,2.375,-0.5686315682279077,-0.2855325217215601,-1.6482269503546099,-0.039716312056737646,-0.7675548797736917,-0.22946175637393784,1.2030644475920682,-0.4865960396039606,-0.9108910891089108,0.5963172804532579,0.015580736543909346
1,5,3,4,4,2.3333,1,4,1,1,5,3.6667,3,5,3,5,5,5,3,5,4,3,5,2,4,6,3,1,4,5,5,1,3,3,1,5,5,1,4,6,6,6,7,1,2,35,5,7,7,7,7,5,,5eb35be8-a26d-1612-ff29-02d8770576a2,35,2,14,1,1,7,1,2,43065,3.65,3.75,-0.7686315682279079,1.08946747827844,2.35177304964539,0.9602836879432624,0.5657451202263082,1.7705382436260622,-1.4636355524079319,0.8468039603960396,2.089108910891089,1.596317280453258,2.0155807365439093
1,1,4,4,4,1,5,2,4,5,4,1,5,3,1,4,4,7,2,3,3,8,8,3,8,8,8,3,7,7,3,2,7,2,7,4,9,1,7,4,4,4,7,1,2,36,5,5,4,5,4,4,Its too long,5eb35b44-88d1-6875-45df-c3d9e40b9078,36,2,19,1,1,7,10,3,34654,5.45,2.625,1.0313684317720924,-0.03553252172156007,-1.6482269503546099,0.9602836879432624,-0.7675548797736917,-0.22946175637393784,2.536364447592068,-1.8198960396039605,0.08910891089108919,0.5963172804532579,0.015580736543909346
1,5,1,3,1,1,1,1,1,1,1,5,1,3,1,5,1,1,1,1,7,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,4,3,4,4,4,5,5,2,48,5,1,7,4,7,4,No,5eb35bc8-e7a6-b1ec-1c2f-ecf6792f32a8,48,2,1,1,1,5,7,1,14701,1.55,3,-2.868631568227908,0.3394674782784399,2.35177304964539,-0.039716312056737646,-0.7675548797736917,-1.2294617563739378,-1.4636355524079319,2.1801039603960395,0.08910891089108919,1.596317280453258,0.015580736543909346
1,1,1,5,1,1,1,1,1,3.6667,1,1,1,3,1,1,1,6,3,7,2,3,8,1,9,9,1,6,9,5,8,3,5,5,1,9,3,1,5,2,1,2,6,2,2,49,5,7,7,7,7,4,Too long,5eb35c16-6e19-51c8-957a-5e93a4baa4aa,49,2,9,1,1,6,10,3,32806,5.15,2.0833375,0.7313684317720925,-0.5771950217215602,-1.6482269503546099,1.9602836879432624,-0.7675548797736917,-1.2294617563739378,1.2030644475920682,-1.8198960396039605,0.08910891089108919,-2.403682719546742,-1.9844192634560907
1,2,1,5,5,1,5,4,1,1,5,3.6667,1,3,1,3,2,5,1,1,4,1,2,1,1,1,3,1,2,6,2,1,2,1,1,4,5,4,3,5,6,4,5,3,2,25,5,5,6,7,4,4,,5eb35bf1-52d6-5042-5081-e1e38e8ef170,25,2,5,1,1,6,3,2,44060,2.25,2.8333375,-2.168631568227908,0.17280497827843977,-0.6482269503546099,1.9602836879432624,-0.7675548797736917,1.7705382436260622,-1.4636355524079319,0.8468039603960396,0.08910891089108919,-0.40368271954674206,1.0155807365439093
1,1,5,5,5,2.3333,5,3,3,2.3333,4,5,5,5,5,5,5,5,1,1,1,1,5,1,9,9,5,1,1,1,1,5,1,1,1,5,1,4,7,7,7,7,6,1,2,61,3,4,7,7,7,1,nothing,5eb35916-019e-5f02-c881-05b2f6af815b,61,2,4,2,1,6,1,3,78745,2.8,3.583325,-1.618631568227908,0.9227924782784398,-1.6482269503546099,1.9602836879432624,0.5657451202263082,0.7705382436260622,-0.13033555240793193,2.1801039603960395,2.089108910891089,1.596317280453258,3.0155807365439093
1,1,3,3,2,1,4,2,2,2.3333,1,2.3333,3,2,2,3,3,5,3,5,5,5,5,5,6,5,7,4,5,5,5,3,3,6,3,5,2,4,5,4,5,5,6,3,2,46,2,2,7,7,7,1,Nope,5eb35bf0-3396-65cd-d423-1ec3abb70c37,46,2,9,4,1,4,4,3,77433,4.6,2.083325,0.18136843177209183,-0.5772075217215602,-1.6482269503546099,-0.039716312056737646,-0.7675548797736917,-0.22946175637393784,-0.13033555240793193,-0.4865960396039606,-0.9108910891089108,-0.40368271954674206,0.015580736543909346
1,4,3,4,1,1,1,4,1,2.3333,1,3.6667,1,5,4,4,1,5,3,7,3,4,6,4,7,7,4,6,6,3,7,1,4,4,1,6,2,1,7,6,6,6,5,1,2,35,5,4,6,7,7,6,It was intresting ,5eb35c31-2db1-e0b8-41a6-3ee540a3dd3f,35,2,7,15,1,6,1,3,28273,4.5,3.5,0.08136843177209219,0.8394674782784399,1.3517730496453901,0.9602836879432624,-0.7675548797736917,1.7705382436260622,-0.13033555240793193,0.8468039603960396,2.089108910891089,0.5963172804532579,2.0155807365439093
1,1,3,4,4,1,2,1,5,1,4,2.3333,3,3,2,3,2,7,2,8,2,2,8,1,8,7,2,4,5,1,7,8,3,8,3,2,7,1,7,6,6,7,6,1,2,26,5,4,7,7,7,2,,5eb35cdd-5dd6-bf6e-2e9d-f93e4bad4d1e,26,2,6,1,1,6,1,4,89121,4.75,2.0416625,0.3313684317720922,-0.6188700217215599,-1.6482269503546099,0.9602836879432624,-0.7675548797736917,-1.2294617563739378,-1.4636355524079319,-0.4865960396039606,0.08910891089108919,-0.40368271954674206,2.0155807365439093
1,4,1,5,1,2.3333,1,2,1,1,1,3.6667,1,5,1,2,1,4,6,3,6,6,4,2,2,2,8,5,1,5,3,2,2,4,3,5,6,1,1,4,4,4,5,3,2,22,5,1,1,1,1,4,,5eb35c9a-0cf5-dd4e-7337-5b5782e4cc9f,22,2,9,1,1,6,4,4,89408,3.95,3.125,-0.46863156822790764,0.4644674782784399,1.3517730496453901,1.9602836879432624,0.5657451202263082,-0.22946175637393784,-1.4636355524079319,0.8468039603960396,2.089108910891089,-1.403682719546742,0.015580736543909346
1,2,4,4,4,2.3333,4,2,3,3.6667,4,2.3333,4,2,4,4,4,8,1,9,2,1,9,1,8,9,2,2,6,3,8,6,1,9,1,2,6,1,6,1,1,1,7,1,1,42,5,2,7,7,7,1,Nothing,5eb35c28-5743-ecb1-87c3-216ded3354e7,42,1,21,1,1,7,1,3,22207,4.7,2.7916625,0.28136843177209236,0.13112997827844008,-0.6482269503546099,0.9602836879432624,0.5657451202263082,-0.22946175637393784,1.2030644475920682,-0.4865960396039606,-0.9108910891089108,0.5963172804532579,-2.9844192634560907
1,3,3,5,3,1,5,3,3,3.6667,3,3.6667,3,3,3,3,3,4,5,3,5,5,5,6,4,5,5,5,4,7,5,4,5,5,5,5,6,1,6,4,4,4,4,3,2,40,5,7,7,7,7,7,No,5eb35b33-c545-2df8-816b-196df7dcd1e2,40,2,9,1,1,2,5,3,27292,4.9,3.166675,0.48136843177209254,0.50614247827844006,0.35177304964539013,1.9602836879432624,-0.7675548797736917,0.7705382436260622,1.2030644475920682,0.8468039603960396,0.08910891089108919,-0.40368271954674206,0.015580736543909346
1,2,1,4,2,2.3333,1,3,1,1,2,2.3333,1,3,1,3,1,5,5,4,4,4,6,4,4,5,6,5,5,4,4,4,5,4,4,7,3,4,4,5,5,4,4,3,2,37,5,4,4,6,6,3,,5eb35aee-1abe-2fee-acc4-4c4c96c94911,37,2,11,16,15,2,3,3,76549,4.6,2.583325,0.18136843177209183,-0.0772075217215602,-0.6482269503546099,0.9602836879432624,0.5657451202263082,0.7705382436260622,-1.4636355524079319,-0.4865960396039606,0.08910891089108919,-0.40368271954674206,1.0155807365439093
1,2,1,3,2,2.3333,1,3,1,2.3333,1,2.3333,1,3,1,5,2,2,2,3,4,3,5,2,1,3,2,4,2,4,1,3,5,2,4,4,1,5,1,5,5,5,5,1,2,45,5,4,6,7,5,1,,5eb35a9a-ad06-3822-6409-e36ae13220f9,45,2,3,1,1,6,2,3,38242,2.85,2.8749875,-1.5686315682279077,0.21445497827843996,-0.6482269503546099,-0.039716312056737646,0.5657451202263082,0.7705382436260622,-0.13033555240793193,-0.4865960396039606,0.08910891089108919,1.596317280453258,1.0155807365439093
1,5,3,4,4,5,4,4,4,2.3333,5,2.3333,1,4,4,3,3,5,1,9,3,5,9,1,5,5,1,1,5,1,9,9,1,9,1,5,9,1,1,4,4,4,4,3,2,28,5,4,7,7,7,4,,5eb35cb3-47c4-b304-c191-1334ee850eb3,28,2,3,1,1,2,4,2,67218,4.7,3.708325,0.28136843177209236,1.0477924782784398,2.35177304964539,0.9602836879432624,3.2324451202263083,1.7705382436260622,-0.13033555240793193,-0.4865960396039606,1.0891089108910892,-0.40368271954674206,0.015580736543909346
1,5,4,5,4,2.3333,3,3,3,2.3333,2,3.6667,3,3,4,3,4,2,3,4,5,2,9,1,7,5,1,4,9,9,1,7,3,4,1,7,1,1,4,7,7,5,4,3,2,20,4,4,7,7,3,7,It was very interested and it get me thinking about life,5eb359af-e95b-7fdb-3e53-2776571bbcb1,38,2,1,15,2,2,2,3,32819,4.25,3.4166625,-0.1686315682279078,0.7561299782784401,2.35177304964539,1.9602836879432624,0.5657451202263082,0.7705382436260622,-0.13033555240793193,0.8468039603960396,0.08910891089108919,-0.40368271954674206,3.0155807365439093
1,5,5,3,3,1,3,1,4,2.3333,5,5,4,3,1,5,5,9,5,7,2,5,5,4,4,1,7,7,5,5,5,5,3,8,5,8,1,1,4,4,4,4,7,1,2,37,3,4,7,7,7,4,none at the moment,5eb35b32-1c41-b1d3-1316-ae08e2a3b31f,37,2,8,2,1,4,2,3,27405,5.05,3.1666625,0.631368431772092,0.5061299782784401,2.35177304964539,-0.039716312056737646,-0.7675548797736917,-1.2294617563739378,-0.13033555240793193,2.1801039603960395,0.08910891089108919,1.596317280453258,0.015580736543909346
1,2,2,2,2,2.3333,2,2,2,2.3333,2,2.3333,2,4,3,3,3,8,6,8,2,2,5,2,8,7,2,2,6,3,8,5,2,7,2,2,6,1,5,5,5,4,5,3,2,25,2,5,5,6,5,5,,5eb35cf5-eddf-09e2-a3ed-245ecf83c8a5,25,2,6,10,1,4,3,1,11370,4.65,2.4999875,0.23136843177209254,-0.16054502172156004,-0.6482269503546099,-1.0397163120567376,0.5657451202263082,-0.22946175637393784,-0.13033555240793193,-0.4865960396039606,1.0891089108910892,-0.40368271954674206,1.0155807365439093
1,2,1,1,4,1,1,3,1,2.3333,1,1,1,2,1,2,2,7,8,2,7,7,1,5,7,7,8,9,9,7,9,1,8,1,1,7,1,2,5,2,3,4,4,2,2,44,5,6,6,7,7,5,,5eb35a93-023f-a8bb-98e2-629c4365e5d8,44,2,5,1,1,2,10,2,65284,5.6,1.7916625,1.1813684317720918,-0.8688700217215601,-0.6482269503546099,-2.0397163120567376,-0.7675548797736917,0.7705382436260622,-0.13033555240793193,-1.8198960396039605,-0.9108910891089108,-1.403682719546742,-1.9844192634560907
1,1,3,2,2,1,3,1,3,2.3333,2,3.6667,2,3,3,4,2,5,2,7,4,2,4,4,8,4,2,3,4,4,4,2,5,4,1,5,1,4,1,4,4,4,4,3,2,34,5,2,6,6,1,4,Nope,5eb35c20-a78d-d977-9dbb-cea52a4bdf37,35,2,7,1,1,2,4,1,8360,3.75,2.25,-0.6686315682279078,-0.4105325217215601,-1.6482269503546099,-1.0397163120567376,-0.7675548797736917,-1.2294617563739378,-0.13033555240793193,0.8468039603960396,0.08910891089108919,0.5963172804532579,0.015580736543909346
1,2,2,3,2,1,5,2,3,1,1,2.3333,3,3,2,3,5,5,5,5,3,2,5,4,5,5,5,5,5,5,7,8,5,7,3,5,2,4,5,3,3,3,6,2,2,38,5,6,7,7,7,2,nothing,5eb35c7a-5983-1a9b-2435-9a809f9dc48f,38,2,12,1,1,6,9,3,36571,4.8,2.1666625,0.381368431772092,-0.4938700217215599,-0.6482269503546099,-0.039716312056737646,-0.7675548797736917,-0.22946175637393784,-1.4636355524079319,-0.4865960396039606,0.08910891089108919,-0.40368271954674206,-0.9844192634560907
1,1,4,2,4,1,4,1,4,2.3333,4,2.3333,3,3,4,3,3,5,3,5,5,2,6,4,7,4,4,3,4,2,4,4,3,4,5,5,3,1,4,4,4,4,5,1,2,43,5,6,7,6,6,4,,5eb35c81-4f6a-67b3-ff36-4ced29be4228,43,2,14,1,1,4,2,2,43551,4.1,1.9583249999999999,-0.31863156822790817,-0.7022075217215602,-1.6482269503546099,-1.0397163120567376,-0.7675548797736917,-1.2294617563739378,-0.13033555240793193,-0.4865960396039606,0.08910891089108919,-0.40368271954674206,0.015580736543909346
1,3,1,4,3,1,1,2,1,5,3,5,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,2,2,4,6,5,7,3,2,38,5,4,3,7,7,4,"It was quick easy to understand, wouldn't mind doing more like this I'm the future ðŸ˜Š",5eb35a56-7eb9-e6b0-ff7f-2de509016a28,38,2,19,1,1,6,3,4,93312,1.2,3,-3.2186315682279076,0.3394674782784399,0.35177304964539013,0.9602836879432624,-0.7675548797736917,-0.22946175637393784,2.536364447592068,2.1801039603960395,-0.9108910891089108,-1.403682719546742,0.015580736543909346
1,2,2,3,1,3.6667,1,3,2,3.6667,3,3.6667,3,3,3,3,3,1,7,3,7,7,3,8,7,2,7,3,5,4,2,3,6,3,5,7,4,1,3,2,3,3,5,3,1,29,4,3,3,2,4,4,,5eb35d3d-86e3-14e2-7cc1-c6667bf12d10,29,1,8,1,2,5,9,3,31605,4.7,3.1250125,0.28136843177209236,0.4644799782784399,-0.6482269503546099,-0.039716312056737646,1.8991451202263083,0.7705382436260622,1.2030644475920682,0.8468039603960396,0.08910891089108919,-0.40368271954674206,-1.9844192634560907
1,1,5,1,1,1,5,2,4,5,5,1,5,1,5,3,5,9,1,9,1,1,9,1,9,9,1,1,9,1,9,9,1,9,1,1,9,1,4,4,4,4,7,3,1,41,5,7,7,7,7,7,NO THANKS.,5eb35c66-31e2-e6b3-5088-1bd1c0f9bc52,41,1,23,1,1,7,4,1,10029,5,1.875,0.5813684317720922,-0.7855325217215601,-1.6482269503546099,-2.0397163120567376,-0.7675548797736917,-0.22946175637393784,2.536364447592068,-1.8198960396039605,-1.9108910891089108,-0.40368271954674206,0.015580736543909346
1,3,3,2,3,2.3333,2,2,3,1,3,3.6667,1,3,2,2,3,5,1,5,3,5,4,5,7,5,2,5,3,3,4,7,3,7,5,6,5,1,6,5,5,2,4,1,2,47,5,4,6,7,7,3,Was very interesting,5eb35bf9-8a5f-f9c3-3a57-a2a4697a12e5,47,2,9,1,1,2,10,3,30281,4.5,2.375,0.08136843177209219,-0.2855325217215601,0.35177304964539013,-1.0397163120567376,0.5657451202263082,-0.22946175637393784,-1.4636355524079319,0.8468039603960396,0.08910891089108919,-1.403682719546742,1.0155807365439093
1,1,5,1,5,1,5,1,5,5,5,1,5,3,4,2,5,9,9,9,9,9,9,9,9,9,9,5,9,9,9,1,5,9,5,9,1,4,5,1,1,1,6,2,2,35,5,7,7,7,7,1,It was odd,5eb35bf2-5e37-d668-4ddd-9b5de82c3a1e,35,2,17,1,1,6,10,2,43235,7.6,1.875,3.181368431772092,-0.7855325217215601,-1.6482269503546099,-2.0397163120567376,-0.7675548797736917,-1.2294617563739378,2.536364447592068,-1.8198960396039605,0.08910891089108919,-1.403682719546742,-2.9844192634560907
1,3,1,5,4,1,1,4,3,2.3333,1,3.6667,1,4,4,5,4,1,2,2,3,5,1,2,2,1,2,4,1,1,1,6,2,3,2,1,1,1,7,4,5,3,7,3,1,32,2,3,6,4,1,7,,5eb35c1b-e8e1-57b8-8e7b-802d36027a7a,32,1,16,5,1,8,5,3,75205,2.15,3.5,-2.268631568227908,0.8394674782784399,0.35177304964539013,1.9602836879432624,-0.7675548797736917,1.7705382436260622,-0.13033555240793193,0.8468039603960396,1.0891089108910892,1.596317280453258,0.015580736543909346
1,2,2,1,1,1,2,2,2,5,4,3.6667,2,1,3,3,1,8,3,8,1,1,9,1,9,9,6,1,9,1,9,9,1,9,1,1,9,1,7,7,7,7,6,2,1,65,2,7,7,7,7,7,Good one,5eb35cf4-06fb-91d7-2d1c-d49052f162a8,65,1,20,4,1,6,10,3,23060,5.25,2.3333375,0.8313684317720922,-0.32719502172156023,-0.6482269503546099,-2.0397163120567376,-0.7675548797736917,-0.22946175637393784,2.536364447592068,0.8468039603960396,-1.9108910891089108,-0.40368271954674206,3.0155807365439093
1,2,2,2,2,2.3333,4,3,2,2.3333,2,2.3333,2,2,2,2,2,5,4,8,5,3,4,6,4,4,5,5,8,8,3,6,7,3,5,7,6,1,4,1,1,1,4,2,2,32,6,6,4,3,4,3,Pretty cool there bub,5eb35d3a-91df-8318-0f50-0288ab6a53c5,32,2,8,3,1,2,10,2,49431,5.3,2.2499875,0.881368431772092,-0.41054502172156004,-0.6482269503546099,-1.0397163120567376,0.5657451202263082,0.7705382436260622,-0.13033555240793193,-0.4865960396039606,-0.9108910891089108,-1.403682719546742,-2.9844192634560907
1,3,1,2,2,2.3333,1,2,1,2.3333,1,2.3333,1,3,1,2,1,5,5,3,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,4,1,2,4,4,3,5,2,21,5,5,5,7,7,1,,5eb35bd2-fa0a-47d3-6bcf-74bea9ec178d,21,2,2,1,1,1,4,2,46938,4.75,2.3749875,0.3313684317720922,-0.28554502172156004,0.35177304964539013,-1.0397163120567376,0.5657451202263082,-0.22946175637393784,-0.13033555240793193,-0.4865960396039606,0.08910891089108919,-1.403682719546742,-1.9844192634560907
1,1,5,2,1,1,5,1,5,3.6667,3,1,3,3,3,3,3,5,8,5,9,2,5,4,5,2,5,5,6,5,2,5,5,2,2,5,1,2,6,1,1,1,6,2,2,44,5,5,6,7,7,4,,5eb35b30-44f0-df73-c31f-1d882146cb7a,44,2,7,1,1,4,9,3,34974,4.4,1.9583375,-0.018631568227907458,-0.70219502172156,-1.6482269503546099,-1.0397163120567376,-0.7675548797736917,-1.2294617563739378,1.2030644475920682,-1.8198960396039605,0.08910891089108919,-0.40368271954674206,-2.9844192634560907
1,2,3,5,5,1,3,4,3,3.6667,3,3.6667,3,3,3,3,3,8,3,6,5,3,7,5,7,8,4,2,8,3,8,4,3,4,5,4,6,1,6,4,4,5,4,1,2,43,3,4,5,7,7,4,No,5eb35cea-3275-7372-41d4-e57105c9c66a,43,2,1,2,1,4,1,3,31714,5.15,3.166675,0.7313684317720925,0.50614247827844006,-0.6482269503546099,1.9602836879432624,-0.7675548797736917,1.7705382436260622,1.2030644475920682,0.8468039603960396,0.08910891089108919,-0.40368271954674206,0.015580736543909346
1,4,2,4,3,1,1,2,1,2.3333,2,5,3,5,2,5,3,2,7,3,2,4,3,3,6,5,2,3,5,5,2,6,4,3,3,3,1,3,3,5,6,4,5,1,2,19,2,1,7,5,7,2,,5eb35d0e-3665-7886-eb61-f0061218bf28,19,2,18,4,1,6,2,4,95356,3.6,3.5416625,-0.8186315682279077,0.8811299782784401,1.3517730496453901,0.9602836879432624,-0.7675548797736917,-0.22946175637393784,-0.13033555240793193,2.1801039603960395,2.089108910891089,1.596317280453258,1.0155807365439093
1,2,1,4,1,1,1,3,1,3.6667,1,5,4,2,1,1,1,5,5,1,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,1,1,36,5,5,7,7,6,7,Thank you i enjoyed your survey,5eb35c16-9c7b-3936-5168-01b669b39578,36,1,1,1,1,2,2,3,33130,5,2.7083375,0.5813684317720922,0.04780497827843977,-0.6482269503546099,0.9602836879432624,-0.7675548797736917,0.7705382436260622,1.2030644475920682,2.1801039603960395,-0.9108910891089108,-2.403682719546742,0.015580736543909346
1,4,4,3,5,1,4,1,4,2.3333,5,2.3333,4,3,4,5,5,5,6,8,8,4,5,4,7,6,5,5,6,5,6,3,4,5,8,5,3,5,3,5,5,4,4,1,2,27,4,4,7,7,7,2,,5eb359b4-5ab8-666f-7911-7b510e8f65a0,27,2,9,15,2,2,1,1,6450,5.4,2.708325,0.9813684317720925,0.0477924782784398,1.3517730496453901,-0.039716312056737646,-0.7675548797736917,-1.2294617563739378,-0.13033555240793193,-0.4865960396039606,0.08910891089108919,1.596317280453258,1.0155807365439093
1,1,5,1,5,1,5,1,4,5,5,1,5,2,5,2,4,6,3,9,3,4,9,1,8,9,2,4,8,2,8,9,2,7,1,2,9,1,6,1,1,1,5,2,2,35,5,4,5,5,7,6,none thanks,5eb35ce3-a7ad-96f0-a9ba-5aa8f39ae38f,35,2,5,1,1,6,10,4,97303,5.3,1.75,0.881368431772092,-0.9105325217215601,-1.6482269503546099,-2.0397163120567376,-0.7675548797736917,-1.2294617563739378,2.536364447592068,-1.8198960396039605,-0.9108910891089108,-1.403682719546742,-2.9844192634560907
1,2,3,3,3,5,4,3,3,3.6667,3,3.6667,2,3,3,3,3,5,2,5,3,2,5,5,5,4,5,2,5,3,5,5,4,5,4,5,3,5,4,4,4,3,6,1,2,64,5,6,5,6,7,2,na,5eb35cbf-ed9b-3ce9-0717-a9559723c19f,64,2,24,1,1,5,1,3,40242,4.1,3.291675,-0.31863156822790817,0.63114247827844006,-0.6482269503546099,-0.039716312056737646,3.2324451202263083,0.7705382436260622,1.2030644475920682,0.8468039603960396,0.08910891089108919,-0.40368271954674206,0.015580736543909346
1,1,2,2,4,2.3333,4,2,2,3.6667,3,2.3333,4,2,3,3,4,8,2,7,5,1,6,2,7,7,4,2,7,1,7,7,2,6,5,2,9,1,7,1,1,1,7,2,1,43,5,6,5,4,5,6,This survey makes me very happy.,5eb35bd7-80e5-5e94-aa30-dda8bdb1464c,43,1,21,1,1,7,10,4,90012,4.85,2.2916625,0.43136843177209183,-0.3688700217215599,-1.6482269503546099,-1.0397163120567376,0.5657451202263082,-0.22946175637393784,1.2030644475920682,-0.4865960396039606,-0.9108910891089108,-0.40368271954674206,-2.9844192634560907
1,5,1,5,1,1,1,2,1,2.3333,1,2.3333,1,5,1,3,1,1,1,3,4,1,1,3,5,3,4,6,4,5,1,1,4,3,1,9,2,1,4,5,5,4,6,1,2,50,4,2,6,7,7,4,,5eb35caf-f326-0641-3267-fecb2aa32f44,50,2,14,15,11,6,1,1,11570,3.1,3.208325,-1.3186315682279077,0.5477924782784398,2.35177304964539,1.9602836879432624,-0.7675548797736917,-0.22946175637393784,-0.13033555240793193,-0.4865960396039606,2.089108910891089,-0.40368271954674206,1.0155807365439093
1,2,2,2,2,2.3333,3,2,2,2.3333,2,2.3333,3,2,2,2,3,3,4,6,5,7,7,6,5,6,6,6,3,6,2,7,4,3,3,6,4,2,3,3,4,4,6,3,1,28,5,4,6,5,4,4,It was fine ,5eb35da1-40e3-3fe9-1adf-9c0b47b61db4,28,1,1,1,1,5,8,2,48310,4.95,2.1249875,0.5313684317720924,-0.53554502172156,-0.6482269503546099,-1.0397163120567376,0.5657451202263082,-0.22946175637393784,-0.13033555240793193,-0.4865960396039606,-0.9108910891089108,-1.403682719546742,-0.9844192634560907
1,4,3,5,5,3.6667,3,3,3,1,5,5,4,4,4,4,5,7,2,7,2,3,8,1,8,1,6,7,8,7,3,2,8,1,3,8,3,1,6,6,7,6,7,1,2,31,5,7,7,6,6,4,No,5eb35cb8-7fb9-8a56-9017-f14e7e4c1c11,31,2,10,1,1,7,1,4,96021,4.75,3.7083375,0.3313684317720922,1.0478049782784398,1.3517730496453901,1.9602836879432624,1.8991451202263083,0.7705382436260622,-1.4636355524079319,2.1801039603960395,1.0891089108910892,0.5963172804532579,2.0155807365439093
1,3,3,4,4,1,4,2,2,3.6667,4,2.3333,3,4,4,3,3,5,6,5,6,4,6,5,4,6,6,6,5,4,7,6,3,3,7,4,5,1,7,2,2,2,7,2,1,33,5,1,7,7,7,2,the survey length was satisfactory.,5eb35ca4-da8a-de55-cacd-e4220bcf7f8d,33,1,20,1,1,7,10,3,32257,5.15,2.875,0.7313684317720925,0.21446747827843993,0.35177304964539013,0.9602836879432624,-0.7675548797736917,-0.22946175637393784,1.2030644475920682,-0.4865960396039606,1.0891089108910892,-0.40368271954674206,-1.9844192634560907
1,4,2,4,1,1,1,3,1,2.3333,1,2.3333,1,2,1,4,3,5,3,3,4,3,5,2,6,3,6,3,5,4,2,3,3,3,4,5,1,1,2,3,3,4,5,1,1,64,5,6,6,7,4,3,Thought provoking.,5eb35bff-066e-4b77-dd8d-071087ef71c5,64,1,23,1,1,4,1,1,19154,3.65,2.833325,-0.7686315682279079,0.1727924782784398,1.3517730496453901,0.9602836879432624,-0.7675548797736917,0.7705382436260622,-0.13033555240793193,-0.4865960396039606,-0.9108910891089108,0.5963172804532579,-0.9844192634560907
1,1,5,1,1,1,5,1,1,5,1,2.3333,1,1,1,4,1,9,1,5,1,1,9,5,5,9,5,5,5,9,8,5,5,9,5,9,8,5,4,4,4,4,4,2,1,45,"2,4,5",4,7,7,7,4,No,5eb35b66-251a-136f-3bb1-ade87af36b24,45,1,18,1,14,2,10,4,96817,5.9,2.0416625,1.4813684317720925,-0.6188700217215599,-1.6482269503546099,-2.0397163120567376,-0.7675548797736917,-1.2294617563739378,2.536364447592068,-0.4865960396039606,-1.9108910891089108,0.5963172804532579,0.015580736543909346
1,3,1,5,1,1,1,2,1,2.3333,1,2.3333,1,3,1,4,1,1,3,2,3,2,2,2,2,2,2,3,2,4,2,8,3,2,2,4,2,1,4,5,5,5,6,1,2,30,5,6,7,7,7,2,,5eb35c2f-2c16-a2dd-aae9-470365c8a776,30,2,10,1,1,6,2,1,1605,2.65,2.833325,-1.768631568227908,0.1727924782784398,0.35177304964539013,1.9602836879432624,-0.7675548797736917,-0.22946175637393784,-0.13033555240793193,-0.4865960396039606,0.08910891089108919,0.5963172804532579,1.0155807365439093
1,4,1,2,1,2.3333,1,3,1,2.3333,1,3.6667,1,4,1,3,1,3,4,3,3,2,3,3,3,3,3,2,4,3,2,3,2,1,4,5,2,1,4,4,5,4,7,3,2,21,5,2,3,5,6,4,"None, thank you.",5eb35cea-89f4-f849-0ab4-b556f762e1b9,21,2,20,1,1,7,3,3,22936,2.9,3.0416625,-1.518631568227908,0.3811299782784401,1.3517730496453901,-1.0397163120567376,0.5657451202263082,0.7705382436260622,-0.13033555240793193,0.8468039603960396,1.0891089108910892,-0.40368271954674206,0.015580736543909346
