ResponseID,Control_1,Control_2_1,Control_2_2,NeedforStructure_1,NeedforStructure_2,NeedforStructure_3,NeedforStructure_4,NeedforStructure_5,NeedforStructure_6,NeedforStructure_7,NeedforStructure_8,NeedforStructure_9,NeedforStructure_10,NeedforStructure_11,NeedforStructure_12,Att_Part1,Att_Part2,PolOrientation,RepDem,Condition,Dem_General_Q1,Dem_General_Q2,Dem_General_Q4,Dem_General_Q5,Dem_General_Q6,Dem_Age,Dem_Gender,Dem_Citizen,Dem_Ethnic,Dem_Race,Dem_MidEast,Dem_US,Dem_YearsInUS,Dem_News,Att_Q1,Att_Q2,Att_Q3,Att_Q4,Att_Q5,Rep_General_Q1,Rep_General_Q2,Rep_General_Q4,Rep_General_Q5,Rep_General_Q6,NeedforStructure,ScenarioGenScore,PolIdentStrength,NeedforStructure_3Recode,NeedforStructure_5Recode,NeedforStructure_7Recode,NeedforStructure_11Recode,ScenarioGen_Q1,ScenarioGen_Q2,ScenarioGen_Q4,ScenarioGen_Q5,ScenarioGen_Q6,ConditionNum
R_1HjlId4CDASXuOt,6,6,2,2,2,5,5,3,5,2,3,4,6,5,3, ,yes,7,2,Inconsistent, , , , , ,44,2,1,2,6,2,1,44,4,1,1,1,1,2,1,4,2,1,1,3.916666667,-1.370692529,7,3,5,6,3,1,4,2,1,1,0
R_1HqVVN8hUXac15W,5,4,3,5,5,3,4,2,4,6,4,7,5,3,6, ,yes,6,2,Consistent,7,2,6,5,6,54,2,1,2,6,2,1,54,7,1,1,1,1,2, , , , , ,4.833333333,1.191957907,6,5,6,2,5,7,6,6,5,6,1
R_1i1VRFTiyAUjZUK,5,6,2,6,6,2,6,2,6,2,3,5,2,2,6, ,yes,2,1,Consistent, , , , , ,58,2,1,2,6,2,1,58,6,1,1,1,1,2,6,3,6,5,5,5.333333333,0.823362843,6,6,6,6,6,6,5,6,5,5,1
R_1i51Kxff5jghWE1,6,5,3,6,6,4,6,2,6,6,6,6,3,2,6, ,yes,4,2,Consistent,5,4,4,4,4,42,2,1,2,8,2,1,42,1,1,1,1,1,2, , , , , ,5.25,0.09712447,4,4,6,2,6,5,4,4,4,4,1
R_1i8PdHNXCmpsgQk,5,5,3,6,6,5,6,5,3,6,4,5,5,5,3, ,yes,5,2,Consistent,5,4,5,5,5,30,1,1,2,6,2,1,30,3,1,1,1,1,2, , , , , ,4.083333333,0.477547845,5,3,3,2,3,5,4,5,5,5,1
R_1i8s79eNAVhN11t,5,4,4,4,6,6,4,5,4,4,2,6,2,6,6,3, ,2,1,Consistent, , , , , ,57,2,1,2,6,2,1,57,5,1,1,1,1,2,7,5,7,6,6,3.75,1.068098537,6,2,3,4,2,7,3,7,6,6,1
R_1IAiMgEneN6qZ3O,6,6,6,6,6,3,6,2,6,6,4,6,6,2,6, ,yes,3,1,Inconsistent,7,1,5,6,5,28,1,1,2,6,2,1,28,5,1,1,1,1,2, , , , , ,5.416666667,1.197210763,5,5,6,2,6,7,7,5,6,5,0
R_1iaLUiopo8nJh8V,6,5,3,5,5,4,6,1,6,6,6,6,6,1,1, , ,3,1,Inconsistent,3,6,6,4,3,62,2,1,2,6,2,1,62,3,1,1,1,1,2, , , , , ,5.083333333,-0.277977782,5,4,7,2,7,3,2,6,4,3,0
R_1IbX6XT0rprgWvm,4,3,5,3,4,6,5,3,5,5,5,3,5,3,4, ,yes,2,1,Inconsistent,3,5,4,3,3,36,2,1,2,6,2,1,36,5,1,1,1,1,2, , , , , ,4.083333333,-0.512821066,6,2,5,3,5,3,3,4,3,3,0
R_1iezpBg9qHtaVJb,5,6,3,6,5,4,7,2,7,2,5,6,6,2,5, ,yes,3,1,Consistent, , , , , ,55,1,1,2,6,2,1,55,5,1,1,1,1,2,2,6,2,2,2,5.75,-1.239059439,5,4,6,6,6,2,2,2,2,2,1
R_1IgBB0pQ9eqpAoA,5,6,4,7,6,2,6,2,6,2,6,7,6,1,6, ,yes,1,1,Consistent, , , , , ,25,1,1,2,6,2,1,25,7,1,1,1,1,2,7,2,7,6,6,6.25,1.436498613,7,6,6,6,7,7,6,7,6,6,1
R_1IGVOX1XTVirA6t,5,5,3,6,5,3,6,6,7,3,3,3,6,3,5, ,yes,2,1,Inconsistent,5,4,6,4,4,38,1,1,2,6,2,1,38,5,1,1,1,1,2, , , , , ,4.833333333,0.323329677,6,5,2,5,5,5,4,6,4,4,0
R_1IHtAAaW3iybxqm,3,4,5,6,6,2,6,2,6,6,3,6,5,2,6, ,yes,6,2,Consistent,7,2,7,5,5,33,1,1,2,6,2,1,33,5,1,1,1,1,2, , , , , ,5.333333333,1.169177842,6,6,6,2,6,7,6,7,5,5,1
R_1Ii91DmPpM26Xx8,5,6,3,6,5,5,4,4,4,3,3,5,4,5,4, ,yes,4,2,Consistent,5,3,4,4,4,34,2,1,2,6,2,1,34,5,1,1,1,1,2, , , , , ,4.166666667,0.219924495,4,3,4,5,3,5,5,4,4,4,1
R_1IKJcE1ZPEn2TYq,6,4,2,4,4,4,4,5,4,5,4,5,5,4,4, ,yes,4,3, , , , , , ,25,2,1,2,5,2,1,25,4,1,1,1,1,2,4,4,4,4,4,4, , ,4,3,3,4, , , , , , 
R_1IKrF1RIvy8hDHI,4,6,2,5,5,3,6,3,5,2,5,6,6,2,5, ,yes,7,2,Inconsistent, , , , , ,36,2,1,2,6,2,1,36,6,1,1,1,2,2,2,2,2,2,2,5.416666667,-0.747859337,7,5,5,6,6,2,6,2,2,2,0
R_1Imh9A4KhPKYwiV,3,3,5,5,6,1,6,1,6,2,6,7,5,3,6, ,yes,7,2,Consistent,6,1,7,6,6,51,2,1,2,6,2,1,51,6,1,1,1,1,2, , , , , ,6,1.449386269,7,7,7,6,5,6,7,7,6,6,1
R_1IN2QV3W6fLiEC8,7,5,1,7,7,4,7,3,6,1,5,2,6,7,4, ,yes,4,2,Inconsistent, , , , , ,42,2,1,2,6,2,1,42,6,1,1,1,1,2,4,5,4,3,3,5.083333333,-0.402908697,4,4,5,7,1,4,3,4,3,3,0
R_1IR6NEzjLs1HVJe,6,6,2,5,3,6,6,6,6,2,5,6,7,6,2, ,yes,6,2,Inconsistent, , , , , ,50,1,1,2,5,2,1,50,6,1,1,1,1,2,5,2,1,1,1,4.333333333,-0.798545604,6,2,2,6,2,5,6,1,1,1,0
R_1It5V46HbJ0iuUe,4,3,4,7,7,2,7,1,5,2,4,6,7,1,7, ,yes,6,2,Inconsistent, , , , , ,34,2,1,2,6,2,1,34,5,1,1,1,1,2,3,6,4,2,2,6.333333333,-0.902941863,6,6,7,6,7,3,2,4,2,2,0
R_1itiWTxVixJVkNN,6,6,2,4,4,6,5,5,5,5,3,6,4,5,3, ,yes,1,1,Inconsistent,4,6,6,4,3,34,1,1,2,6,2,1,32,6,1,1,1,1,2, , , , , ,3.75,-0.168065412,7,2,3,3,3,4,2,6,4,3,0
R_1IuQvewN9dT9QyR,5,5,3,5,5,4,5,4,4,5,5,5,4,3,5, ,yes,2,1,Consistent, , , , , ,44,1,1,2,6,2,1,30,6,1,1,1,1,2,5,4,5,4,4,4.5,0.210227073,6,4,4,3,5,5,4,5,4,4,1
R_1IWC4ud1tmShQXb,4,4,4,7,7,3,5,2,5,3,7,7,7,2,7, ,yes,6,2,Consistent,7,5,7,5,5,50,1,1,2,6,2,1,50,4,1,1,1,1,2, , , , , ,6.166666667,0.800777765,6,5,6,5,6,7,3,7,5,5,1
R_1j7zqeGNbV0ICPh,5,6,3,6,6,2,6,1,7,1,5,6,7,1,5, ,Yes,2,1,Inconsistent,5,7,3,4,4,32,2,1,2,6,2,1,32,4,1,1,1,2,2, , , , , ,6.25,-0.38437821,6,6,7,7,7,5,1,3,4,4,0
R_1JEdln0a2hCbowX,5,5,3,5,5,5,5,4,5,3,3,5,4,3,5, ,Yes,6,2,Consistent,7,3,7,6,6,50,1,1,1,6,2,2,50,7,1,1,1,1,2, , , , , ,4.5,1.313698588,6,3,4,5,5,7,5,7,6,6,1
R_1JFWm1KuHXVf4tZ,5,5,6,3,7,7,6,3,2,5,6,4,2,1,5, ,yes,6,2,Consistent,6,3,2,3,1,29,2,1,1,1,1,1,29,4,1,2,1,1,1, , , , , ,4.25,-0.435454451,6,1,5,3,7,6,5,2,3,1,1
R_1jH6NycpaMP63xR,5,5,4,7,7,7,7,4,5,4,6,6,7,4,6, ,yes,6,2,Consistent,5,6,5,6,5,36,2,1,2,2,2,1,30,5,1,1,1,1,2, , , , , ,5.333333333,0.363385897,6,1,4,4,4,5,2,5,6,5,1
R_1jHW6oxTmP65XxX,4,4,4,5,5,4,4,4,4,4,4,4,4,3,5, ,yes,6,2,Consistent,7,3,7,6,6,44,1,1,2,6,2,1,44,5,1,1,1,1,2, , , , , ,4.333333333,1.313698588,6,4,4,4,5,7,5,7,6,6,1
R_1jiEx4cbwryRsII,7,7,1,7,7,1,7,1,7,1,7,7,7,4,7, ,yes,4,3, , , , , , ,30,2,1,2,6,2,1,30,5,1,1,1,1,2,3,7,7,4,4,6.75, , ,7,7,7,4, , , , , , 
R_1jjDwUgBqPd67PC,6,7,2,7,7,2,7,1,7,1,7,6,6,5,7, ,yes,2,1,Consistent, , , , , ,65,2,1,2,6,2,1,65,7,1,1,1,1,2,4,7,7,3,2,6.416666667,-0.445083606,6,6,7,7,3,4,1,7,3,2,1
R_1JK47oGOOkjSw5G,5,6,3,6,6,4,6,1,6,2,6,6,6,2,6, ,Yes,2,1,Inconsistent,1,1,1,2,2,60,1,1,2,6,2,1,60,6,1,1,1,1,2, , , , , ,5.916666667,-0.848074284,6,4,7,6,6,1,7,1,2,2,0
R_1jkSWskBHL95Y7E,6,5,3,6,5,5,5,3,5,3,4,6,7,5,5, ,yes,6,2,Consistent,6,5,5,5,5,52,1,1,2,6,2,1,52,6,1,1,1,1,2, , , , , ,4.916666667,0.464660189,6,3,5,5,3,6,3,5,5,5,1
R_1jMNbLDFQgL10T9,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5, ,yes,3,1,Inconsistent,5,4,4,4,4,44,1,1,2,6,2,1,44,4,1,1,1,1,2, , , , , ,4.416666667,0.09712447,5,3,3,3,4,5,4,4,4,4,0
R_1jqxqDnhrbepQCG,6,7,2,3,2,7,4,6,5,6,2,5,4,5,3, ,yes,4,2,Consistent,7,5,6,5,5,29,1,1,2,6,2,1,29,5,1,1,1,1,2, , , , , ,3,0.687675162,4,1,2,2,3,7,3,6,5,5,1
R_1JWRsO2HvSVx1xR,5,5,3,6,6,2,6,2,6,3,5,6,5,3,6, ,yes,6,2,Inconsistent, , , , , ,36,2,1,2,6,2,1,36,3,1,1,1,1,2,3,5,4,3,4,5.666666667,-0.376938397,6,6,6,5,5,3,3,4,3,4,0
R_1JXBe4WZGe491g2,3,4,4,5,6,3,5,1,5,2,7,7,6,3,6, ,yes,5,2,Inconsistent, , , , , ,59,2,1,2,6,2,1,59,4,1,1,1,1,2,4,4,3,3,3,5.833333333,-0.393211274,5,5,7,6,5,4,4,3,3,3,0
R_1jZZuF00FUsEDyi,4,4,3,5,6,5,5,3,3,6,3,5,5,6,5, ,yes,3,2,Consistent,5,5,3,3,4,34,2,1,2,6,2,1,34,4,1,2,1,1,2, , , , , ,4.083333333,-0.270216262,3,3,5,2,2,5,3,3,3,4,1
R_1KdkYkbRaPHgwDP,5,5,3,5,5,5,5,5,5,5,6,6,6,6,6, ,yes,6,2,Consistent,4,5,5,3,3,24,1,1,1,6,1,1,24,4,1,1,1,1,2, , , , , ,4.583333333,-0.289806093,6,3,3,3,2,4,3,5,3,3,1
R_1kGmF6JUX9y7zHs,5,6,4,6,6,3,6,3,6,5,5,7,5,2,6, ,yes,3,2,Inconsistent, , , , , ,31,2,1,2,6,2,1,31,4,1,1,1,1,2,6,4,6,5,5,5.5,0.700562818,3,5,5,3,6,6,4,6,5,5,0
R_1kNRj6YfSOy0lW7,7,5,4,5,5,5,4,5,4,4,3,5,4,4,5, ,Yes,2,1,Consistent, , , , , ,62,2,1,2,6,2,1,62,6,1,1,1,2,2,5,5,6,5,4,4.083333333,0.331967754,6,3,3,4,4,5,3,6,5,4,1
R_1KP9hdOpS2jNT8J,5,4,3,7,7,2,7,1,7,1,7,7,7,1,7, ,yes,2,2,Inconsistent, , , , , ,56,2,1,2,6,2,1,56,6,1,1,1,1,2,5,4,3,5,5,6.916666667,0.251342638,2,6,7,7,7,5,4,3,5,5,0
R_1Kr3HjnzERCVDdK,5,6,3,6,6,2,6,2,6,3,5,6,6,6,5, ,yes,6,2,Consistent,7,3,7,5,5,28,2,1,1,6,2,1,28,4,1,1,1,1,2, , , , , ,5.416666667,1.046377816,6,6,6,5,2,7,5,7,5,5,1
R_1kRhyK59UQmYy59,4,4,4,6,4,4,5,4,4,4,4,4,6,4,4, ,Yes,5,2,Consistent,4,4,4,3,3,29,2,1,1,6,2,1,29,5,1,1,1,1,2, , , , , ,4.416666667,-0.280108671,5,4,4,4,4,4,4,4,3,3,1
R_1kRI1JtAXzBgd0K,5,5,4,6,6,3,5,2,6,3,5,5,4,3,6, ,yes,3,2,Consistent,5,3,5,4,4,61,2,1,2,6,2,1,61,3,1,1,1,1,2, , , , , ,5.333333333,0.333027099,3,5,6,5,5,5,5,5,4,4,1
R_1KrrsTzCSWZCJGA,6,7,6,6,6,6,5,6,6,5,3,3,5,5,6, , ,6,2,Inconsistent, , , , , ,36,1,1,1,7,2,1,36,7,1,1,1,1,2,3,6,6,4,5,4.166666667,-0.006212444,6,2,2,3,3,3,2,6,4,5,0
R_1KuSBRfR89H9HWP,5,6,4,7,6,3,5,2,5,4,6,5,5,3,6, ,yes,2,1,Consistent, , , , , ,22,2,1,2,6,2,1,22,3,1,1,1,1,2,5,6,7,5,5,5.416666667,0.458153001,6,5,6,4,5,5,2,7,5,5,1
R_1KuUh0WXOzqioel,6,5,2,6,6,2,5,1,6,2,6,5,7,2,6, ,yes,2,1,Inconsistent,4,5,5,3,2,44,1,1,2,6,2,1,44,6,1,1,1,1,2, , , , , ,6,-0.425688762,6,6,7,6,6,4,3,5,3,2,0
R_1KvGnMab2eO4abR,6,6,2,6,6,5,5,3,6,3,5,6,2,3,5, ,yes,2,1,Consistent, , , , , ,53,2,1,2,6,2,1,53,6,1,1,1,2,2,7,5,7,6,6,4.916666667,1.068098537,6,3,5,5,5,7,3,7,6,6,1
R_1kXoFC7DLw7JV1M,6,5,2,3,3,6,5,3,4,3,3,2,2,6,2, ,yes,3,3, , , , , , ,57,2,1,2,6,2,1,57,5,1,1,1,1,2,6,6,6,6,6,3.166666667, , ,2,5,5,2, , , , , , 
R_1kY8RuwRhlFX8aB,5,7,1,7,7,4,5,6,6,6,5,5,5,5,3, ,yes,4,2,Consistent,5,4,2,4,3,28,2,1,2,5,2,1,28,5,1,1,1,1,2, , , , , ,4.5,-0.264963406,4,4,2,2,3,5,4,2,4,3,1
R_1l4WHQcPfHq7rx1,5,5,2,5,6,7,6,3,6,3,6,5,7,5,5, ,yes,6,2,Consistent,7,5,7,6,6,40,2,1,2,6,2,1,40,3,1,1,1,1,2, , , , , ,5,1.068098537,6,1,5,5,3,7,3,7,6,6,1
R_1l5ZrxIOyC2TzNF,4,4,4,2,5,6,6,6,6,6,5,5,5,5,5, ,yes,6,2,Consistent,5,5,6,4,5,43,1,1,2,6,2,1,43,5,1,1,1,1,2, , , , , ,4,0.33641232,6,2,2,2,3,5,3,6,4,5,1
R_1LCh2wVAPXRTjT4,4,5,3,4,4,3,5,3,5,3,6,6,4,3,6, ,yes,7,2,Inconsistent, , , , , ,27,2,1,2,6,2,1,27,5,1,1,1,1,2,3,6,3,2,2,5,-1.016044467,7,5,5,5,5,3,2,3,2,2,0
R_1LCh4o2SMeAwilv,5,7,1,7,6,2,6,1,7,4,5,7,7,3,6, ,yes,3,2,Consistent,5,6,5,5,3,31,1,1,2,6,2,1,31,2,1,1,1,1,2, , , , , ,6.083333333,-0.039817544,3,6,7,4,5,5,2,5,5,3,1
R_1lcJVPZ2DiGC2pg,7,6,6,7,6,6,6,6,7,7,6,6,7,6,7, ,yes,2,1,Inconsistent,6,6,7,3,3,30,1,1,1,5,1,1,8,5,1,1,1,1,2, , , , , ,4.916666667,0.033423827,6,2,2,1,2,6,2,7,3,3,0
R_1LFHhJEQ7X0ZXTd,4,4,4,5,5,5,5,5,5,5,3,3,5,5,3, ,yes,2,1,Consistent, , , , , ,33,2,1,2,6,2,1,33,7,1,1,1,1,2,5,5,6,6,6,3.833333333,0.735171194,6,3,3,3,3,5,3,6,6,6,1
R_1lfNTWgh6BcoeFJ,6,5,2,5,6,2,6,2,6,6,5,6,7,2,6, ,yes,7,2,Inconsistent, , , , , ,31,2,1,2,6,2,1,31,4,1,1,1,1,2,5,4,6,5,4,5.583333333,0.45476778,7,6,6,2,6,5,4,6,5,4,0
R_1liXd7G6gT216RG,4,5,2,4,5,5,4,4,5,5,2,5,5,4,4, ,yes,4,1,Inconsistent,5,4,4,3,3,28,2,1,1,6,2,1,28,4,1,1,1,1,2, , , , , ,4,-0.170196302,4,3,4,3,4,5,4,4,3,3,0
R_1llrRdfTiWb68mM,4,4,3,6,6,4,6,2,6,2,6,5,6,3,6, ,yes,1,3, ,3,4,3,2,2,46,1,1,2,6,2,1,46,6,1,1,1,1,2, , , , , ,5.666666667, , ,4,6,6,5,3,4,3,2,2, 
R_1LMsIPdAicRsR0s,5,5,4,5,6,6,5,5,4,4,3,4,4,5,4,5,yes,3,1,Inconsistent,5,5,4,6,4,28,2,1,2,6,2,1,28,5,1,1,1,1,2, , , , , ,3.916666667,0.23720065,5,2,3,4,3,5,3,4,6,4,0
R_1loR3OTlLF5PRUk,5,5,4,5,5,4,5,3,5,5,4,7,6,4,5, ,yes,2,1,Consistent, , , , , ,36,2,1,2,6,2,1,36,3,1,1,1,1,2,3,4,3,3,3,4.833333333,-0.503123644,6,4,5,3,4,3,4,3,3,3,1
R_1LRRbyiWp52HgRI,4,5,4,5,5,5,5,3,5,3,5,4,4,5,5, ,yes,5,2,Consistent,7,3,7,6,6,52,2,1,2,6,2,1,52,5,1,1,1,2,2, , , , , ,4.5,1.313698588,5,3,5,5,3,7,5,7,6,6,1
R_1lseshx0DfP0B1Y,4,4,4,6,6,4,6,3,6,3,6,6,6,2,2, ,yes,5,2,Consistent,5,4,5,4,4,39,1,1,2,2,2,1,39,5,1,1,1,1,2, , , , , ,5.333333333,0.210227073,5,4,5,5,6,5,4,5,4,4,1
R_1LzGTxoDnh005yG,6,5,6,6,5,6,5,6,6,6,4,6,5,6,5,5,no,5,1,Consistent, , , , , ,28,1,1,1,6,1,1,28,3,1,2,1,1,2,6,5,5,2,2,4.166666667,-0.337302126,3,2,2,2,2,6,3,5,2,2,1
R_1LZj68DtaPirnXc,5,4,5,6,5,6,5,5,6,7,5,5,5,6,6, ,yes,5,1,Consistent, , , , , ,29,1,1,1,5,1,1,22,4,1,2,1,1,1,5,4,5,3,3,4.25,-0.057093698,3,2,3,1,2,5,4,5,3,3,1
R_1lzVhE7mgOm1t3X,6,7,1,6,6,5,6,3,6,6,5,7,7,6,6, ,yes,7,2,Inconsistent, , , , , ,29,2,1,2,6,2,1,29,5,1,1,1,1,2,1,5,2,2,2,5.083333333,-1.226171783,7,3,5,2,2,1,3,2,2,2,0
R_1M072mSEIQ1ZlVa,3,5,3,5,5,3,5,3,5,3,5,5,6,3,5, ,yes,5,2,Consistent,7,2,7,6,6,53,2,1,2,6,2,1,53,6,1,1,1,1,2, , , , , ,5.083333333,1.436498613,5,5,5,5,5,7,6,7,6,6,1
R_1mEE1SJO7BM9kiC,4,5,3,7,7,3,7,2,7,7,5,7,7,2,6, ,yes,4,2,Consistent,7,1,7,6,6,26,2,1,2,5,2,1,25,5,1,2,1,1,2, , , , , ,5.916666667,1.559298639,4,5,6,1,6,7,7,7,6,6,1
R_1mIvm2YKtgqgJPr,5,6,3,6,6,3,6,3,5,3,5,6,7,3,5, ,yes,7,2,Inconsistent, , , , , ,32,1,1,2,6,2,1,32,7,1,1,1,1,2,1,4,2,1,1,5.5,-1.370692529,7,5,5,5,5,1,4,2,1,1,0
R_1mk39195AZdBdL8,5,4,4,7,7,5,6,1,6,6,5,6,7,1,4, ,yes,1,1,Consistent, , , , , ,40,2,1,2,8,2,1,40,6,1,1,1,1,2,5,4,5,5,5,5.583333333,0.477547845,7,3,7,2,7,5,4,5,5,5,1
R_1MLOX0JW2UVOHaz,5,4,4,3,3,3,5,4,5,5,3,5,5,4,3, ,yes,7,2,Consistent,2,6,4,3,3,30,2,1,2,2,2,1,30,4,1,1,1,1,2, , , , , ,4,-0.745533461,7,5,4,3,4,2,2,4,3,3,1
R_1mrt5zg1f9INfdX,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, ,yes,7,2,Consistent,6,2,6,5,5,18,2,1,2,6,2,1,18,5,1,1,1,1,2, , , , , ,4,0.946162869,7,4,4,4,4,6,6,6,5,5,1
R_1MSRp0vxzK4PDbI,5,5,4,5,4,5,5,5,4,4,3,5,6,5,4, ,yes,2,1,Inconsistent,2,2,2,2,3,33,2,1,2,6,2,1,33,5,1,1,1,1,2, , , , , ,4.083333333,-0.611976668,6,3,3,4,3,2,6,2,2,3,0
R_1mV2I3rM3JQhJWi,5,5,2,4,6,5,5,3,5,5,6,7,5,4,4, ,yes,7,3, , , , , , ,30,2,1,1,6,2,1,30,4,1,1,1,1,2,5,4,5,4,4,4.75, , ,3,5,3,4, , , , , , 
R_1mWx5Nu80aNFIFp,5,4,6,2,5,3,7,5,4,7,3,5,2,4,5,3,yes,4,1,Consistent, , , , , ,28,2,1,2,6,1,1,15,5,1,2,1,1,1,4,5,6,3,5,3.833333333,0.095061848,4,5,3,1,4,4,3,6,3,5,1
R_1MXJppDK5sw82bK,4,4,4,6,7,4,7,3,7,2,6,6,7,3,6, ,yes,2,1,Inconsistent,2,2,2,3,3,54,2,1,2,6,2,1,52,7,1,1,1,1,2, , , , , ,6,-0.480538565,6,4,5,6,5,2,6,2,3,3,0
R_1n0FaXOeQWCd13Q,5,5,2,6,6,4,5,4,6,3,2,5,5,2,6, ,yes,6,2,Consistent,7,1,7,6,6,70,2,1,2,6,2,1,70,7,1,1,1,1,2, , , , , ,5,1.559298639,6,4,4,5,6,7,7,7,6,6,1
R_1n7a7bJEo8Iifxf,6,6,1,5,5,6,6,3,5,5,5,5,6,2,6, ,yes,6,2,Consistent,2,6,6,2,2,42,1,1,2,5,2,1,42,2,1,1,1,1,2, , , , , ,4.916666667,-0.786649025,6,2,5,3,6,2,2,6,2,2,1
R_1NaFx2oNTgljPmU,5,5,3,5,5,4,5,4,5,5,3,3,5,5,5, ,yes,6,2,Consistent,7,7,7,5,5,31,1,1,2,5,2,1,31,5,1,1,1,1,2, , , , , ,4.166666667,0.555177714,6,4,4,3,3,7,1,7,5,5,1
R_1NDrmm3WFckjhli,4,4,4,5,5,5,5,5,5,5,4,5,5,4,5, ,yes,4,1,Inconsistent,4,4,4,3,3,32,2,1,2,6,2,1,32,6,1,1,1,1,2, , , , , ,4.333333333,-0.280108671,4,3,3,3,4,4,4,4,3,3,0
R_1NEvv5vIpnVqFq6,5,6,2,5,5,4,5,4,5,4,4,5,5,4,4, ,yes,6,2,Inconsistent, , , , , ,52,2,1,2,6,2,1,25,5,1,1,1,1,2,5,5,4,4,4,4.5,-0.025675556,6,4,4,4,4,5,3,4,4,4,0
R_1nMItMO6nTMs5Hs,6,6,1,3,3,6,3,6,2,5,2,3,5,5,3, ,yes,7,2,Inconsistent, , , , , ,68,2,1,2,6,2,1,68,7,1,1,1,1,2,1,3,1,1,1,2.833333333,-1.360995107,7,2,2,3,3,1,5,1,1,1,0
R_1nNJ3exgrvUsLMg,5,6,3,6,7,4,7,2,7,3,5,6,7,2,6, ,yes,6,2,Consistent,5,7,7,5,4,23,1,1,2,6,2,1,18,4,1,1,1,1,2, , , , , ,6,0.199470306,6,4,6,5,6,5,1,7,5,4,1
R_1nNmIjy9ZUbOtcI,6,6,2,5,4,5,7,4,7,3,3,5,5,3,3, ,YES,2,1,Inconsistent,1,1,1,3,3,45,2,1,2,6,2,1,45,5,1,1,1,1,2, , , , , ,4.666666667,-0.580753513,6,3,4,5,5,1,7,1,3,3,0
R_1nYJlFINRC8xCc5,5,6,2,5,6,6,7,3,6,6,4,5,3,4,5, ,yes,5,2,Consistent,5,6,5,4,2,21,1,1,2,6,2,1,21,4,1,1,1,1,2, , , , , ,4.5,-0.307138315,5,2,5,2,4,5,2,5,4,2,1
R_1o1ErwPaf4MoV5W,5,5,3,5,5,6,6,5,6,3,5,4,7,5,5, ,yes,3,1,Consistent, , , , , ,58,1,1,2,6,2,1,58,7,1,1,1,1,2,3,3,2,2,3,4.666666667,-0.624864325,5,2,3,5,3,3,5,2,2,3,1
R_1o5Rt7YGi7f4puU,5,5,2,5,6,4,5,3,5,5,3,5,5,5,5, ,yes,5,2,Consistent,5,5,5,3,3,47,1,1,2,6,2,1,47,5,1,1,1,1,2, , , , , ,4.5,-0.179893724,5,4,5,3,3,5,3,5,3,3,1
R_1ocHmyG2D9DX1xC,5,4,5,5,5,5,5,3,5,2,2,3,5,5,5, ,yes,6,2,Inconsistent, , , , , ,30,2,1,2,4,2,1,30,5,1,1,1,2,2,5,5,3,3,3,4.333333333,-0.406098931,6,3,5,6,3,5,3,3,3,3,0
R_1oChZsnsabeiglT,5,6,2,6,6,3,5,2,6,2,6,6,6,2,5, ,yes,5,2,Inconsistent, , , , , ,21,1,1,2,2,2,1,21,4,1,1,1,1,2,5,4,6,3,4,5.75,0.191891574,5,5,6,6,6,5,4,6,3,4,0
R_1oeiUJnRajqBcwm,4,5,4,2,2,2,1,4,3,2,2,6,5,4,3, ,Yes,2,2,Consistent,4,5,4,1,5,28,2,1,2,6,2,1,28,6,1,1,1,1,2, , , , , ,3.666666667,-0.394019565,2,6,4,6,4,4,3,4,1,5,1
R_1oiQg16Fi9mlSrj,6,6,1,5,5,6,6,7,3,3,2,2,2,6,2, ,yes,7,3, , , , , , ,22,1,1,2,6,2,1,22,6,1,1,1,1,2,3,6,3,5,5,3.083333333, , ,2,1,5,2, , , , , , 
R_1OUkKb6zvwdeFqi,5,4,5,3,4,3,4,3,3,4,3,3,4,3,3,5,yes,3,2,Inconsistent, , , , , ,28,2,1,1,6,2,2,28,4,1,1,1,1,2,5,3,3,3,2,3.833333333,-0.296381548,3,5,5,4,5,5,5,3,3,2,0
R_1OwactwpN0C1e1J,6,6,2,5,3,7,2,6,2,6,3,2,4,6,4, ,yes,1,1,Inconsistent,1,4,1,2,2,32,1,1,2,6,2,1,28,7,1,1,1,1,2, , , , , ,2.666666667,-1.216474361,7,1,2,2,2,1,4,1,2,2,0
R_1OxyglRFR68odVG,5,5,4,3,6,2,5,5,6,6,3,5,5,5,5, ,yes,6,2,Inconsistent, , , , , ,32,2,1,2,6,1,1,32,5,1,1,1,1,2,5,5,5,3,3,4.333333333,-0.179893724,6,6,3,2,3,5,3,5,3,3,0
R_1P1MbAdbJMEuSsd,6,6,2,5,5,6,5,4,6,2,2,5,6,5,2, ,yes,6,2,Inconsistent, , , , , ,27,2,1,2,6,2,1,27,4,1,1,1,1,2,1,5,3,2,2,4.25,-1.11306918,6,2,4,6,3,1,3,3,2,2,0
R_1pEH1XB7nmUEvlm,5,6,2,7,7,1,6,1,6,2,2,7,6,2,7, ,yes,6,2,Consistent,5,6,5,4,4,31,2,1,2,6,2,1,31,3,1,1,1,2,2, , , , , ,6.166666667,-0.035372978,6,7,7,6,6,5,2,5,4,4,1
R_1pG5Q1CPYfn6M3U,7,7,6,6,6,7,7,6,7,7,7,6,7,6,6, ,yes,1,1,Consistent, , , , , ,30,1,1,1,5,1,1,30,6,1,1,1,1,2,7,6,6,2,2,4.833333333,-0.237087179,7,1,2,1,2,7,2,6,2,2,1
